[0.000000] (-) TimerEvent: {}
[0.000693] (-) JobUnselected: {'identifier': 'moveit_resources_prbt_moveit_config'}
[0.000707] (-) JobUnselected: {'identifier': 'moveit_resources_prbt_pg70_support'}
[0.000722] (-) JobUnselected: {'identifier': 'moveit_resources_prbt_support'}
[0.000736] (-) JobUnselected: {'identifier': 'moveit_ros'}
[0.000750] (-) JobUnselected: {'identifier': 'moveit_ros_benchmarks'}
[0.000765] (-) JobUnselected: {'identifier': 'moveit_ros_control_interface'}
[0.000779] (-) JobUnselected: {'identifier': 'moveit_ros_move_group'}
[0.000793] (-) JobUnselected: {'identifier': 'moveit_ros_occupancy_map_monitor'}
[0.000807] (-) JobUnselected: {'identifier': 'moveit_ros_perception'}
[0.000821] (-) JobUnselected: {'identifier': 'moveit_ros_planning_interface'}
[0.000835] (-) JobUnselected: {'identifier': 'moveit_ros_robot_interaction'}
[0.000850] (-) JobUnselected: {'identifier': 'moveit_ros_tests'}
[0.000864] (-) JobUnselected: {'identifier': 'moveit_ros_trajectory_cache'}
[0.000878] (-) JobUnselected: {'identifier': 'moveit_ros_visualization'}
[0.000893] (-) JobUnselected: {'identifier': 'moveit_ros_warehouse'}
[0.000907] (-) JobUnselected: {'identifier': 'moveit_runtime'}
[0.000921] (-) JobUnselected: {'identifier': 'moveit_servo'}
[0.000935] (-) JobUnselected: {'identifier': 'moveit_setup_app_plugins'}
[0.000949] (-) JobUnselected: {'identifier': 'moveit_setup_assistant'}
[0.000963] (-) JobUnselected: {'identifier': 'moveit_setup_controllers'}
[0.000978] (-) JobUnselected: {'identifier': 'moveit_setup_core_plugins'}
[0.000992] (-) JobUnselected: {'identifier': 'moveit_setup_framework'}
[0.001006] (-) JobUnselected: {'identifier': 'moveit_setup_srdf_plugins'}
[0.001020] (-) JobUnselected: {'identifier': 'moveit_simple_controller_manager'}
[0.001054] (-) JobUnselected: {'identifier': 'moveit_visual_tools'}
[0.001073] (-) JobUnselected: {'identifier': 'parameter_traits'}
[0.001088] (-) JobUnselected: {'identifier': 'pilz_industrial_motion_planner'}
[0.001103] (-) JobUnselected: {'identifier': 'pilz_industrial_motion_planner_testutils'}
[0.001117] (-) JobUnselected: {'identifier': 'rviz_visual_tools'}
[0.001134] (moveit_ros_planning) JobQueued: {'identifier': 'moveit_ros_planning', 'dependencies': OrderedDict([('generate_parameter_library_py', '/home/jake/moveit2_ws_main/install/generate_parameter_library_py'), ('geometric_shapes', '/home/jake/moveit2_ws_main/install/geometric_shapes'), ('moveit_common', '/home/jake/moveit2_ws_main/install/moveit_common'), ('moveit_configs_utils', '/home/jake/moveit2_ws_main/install/moveit_configs_utils'), ('moveit_msgs', '/home/jake/moveit2_ws_main/install/moveit_msgs'), ('moveit_resources_panda_description', '/home/jake/moveit2_ws_main/install/moveit_resources_panda_description'), ('moveit_resources_pr2_description', '/home/jake/moveit2_ws_main/install/moveit_resources_pr2_description'), ('parameter_traits', '/home/jake/moveit2_ws_main/install/parameter_traits'), ('generate_parameter_library', '/home/jake/moveit2_ws_main/install/generate_parameter_library'), ('moveit_resources_panda_moveit_config', '/home/jake/moveit2_ws_main/install/moveit_resources_panda_moveit_config'), ('moveit_core', '/home/jake/moveit2_ws_main/install/moveit_core'), ('moveit_ros_occupancy_map_monitor', '/home/jake/moveit2_ws_main/install/moveit_ros_occupancy_map_monitor')])}
[0.001173] (moveit_ros_planning) JobStarted: {'identifier': 'moveit_ros_planning'}
[0.099312] (-) TimerEvent: {}
[0.131675] (moveit_ros_planning) JobProgress: {'identifier': 'moveit_ros_planning', 'progress': 'cmake'}
[0.133001] (moveit_ros_planning) JobProgress: {'identifier': 'moveit_ros_planning', 'progress': 'build'}
