[0.000000] (-) TimerEvent: {}
[0.002084] (-) JobUnselected: {'identifier': 'moveit_simple_controller_manager'}
[0.002140] (-) JobUnselected: {'identifier': 'moveit_visual_tools'}
[0.002238] (-) JobUnselected: {'identifier': 'parameter_traits'}
[0.002267] (-) JobUnselected: {'identifier': 'pilz_industrial_motion_planner'}
[0.002296] (-) JobUnselected: {'identifier': 'pilz_industrial_motion_planner_testutils'}
[0.002324] (-) JobUnselected: {'identifier': 'rviz_visual_tools'}
[0.002355] (moveit_ros_planning) JobQueued: {'identifier': 'moveit_ros_planning', 'dependencies': OrderedDict([('generate_parameter_library_py', '/home/jake/moveit2_ws_main/install/generate_parameter_library_py'), ('geometric_shapes', '/home/jake/moveit2_ws_main/install/geometric_shapes'), ('moveit_common', '/home/jake/moveit2_ws_main/install/moveit_common'), ('moveit_configs_utils', '/home/jake/moveit2_ws_main/install/moveit_configs_utils'), ('moveit_msgs', '/home/jake/moveit2_ws_main/install/moveit_msgs'), ('moveit_resources_panda_description', '/home/jake/moveit2_ws_main/install/moveit_resources_panda_description'), ('moveit_resources_pr2_description', '/home/jake/moveit2_ws_main/install/moveit_resources_pr2_description'), ('parameter_traits', '/home/jake/moveit2_ws_main/install/parameter_traits'), ('generate_parameter_library', '/home/jake/moveit2_ws_main/install/generate_parameter_library'), ('moveit_resources_panda_moveit_config', '/home/jake/moveit2_ws_main/install/moveit_resources_panda_moveit_config'), ('moveit_core', '/home/jake/moveit2_ws_main/install/moveit_core'), ('moveit_ros_occupancy_map_monitor', '/home/jake/moveit2_ws_main/install/moveit_ros_occupancy_map_monitor')])}
[0.002408] (moveit_ros_planning) JobStarted: {'identifier': 'moveit_ros_planning'}
[0.099049] (-) TimerEvent: {}
[0.131985] (moveit_ros_planning) JobProgress: {'identifier': 'moveit_ros_planning', 'progress': 'cmake'}
